"","Riding","Sex","Ethnic Origins","n","freq"
"3918","Chicoutimi--Le Fjord","Female","Italian",175,0.00381929288520297
"3919","Chicoutimi--Le Fjord","Female","First_Nations",1565,0.0341553906591008
"3920","Chicoutimi--Le Fjord","Female","South_Asian",50,0.00109122653862942
"3921","Compton--Stanstead","Female","Canadian",38295,0.595752955818295
"3922","Compton--Stanstead","Female","English",3300,0.0513378967019291
"3923","Compton--Stanstead","Female","Scottish",2150,0.0334474175482265
"3924","Compton--Stanstead","Female","French",12795,0.199051026757934
"3925","Compton--Stanstead","Female","Irish",3860,0.0600497822028625
"3926","Compton--Stanstead","Female","German",940,0.0146235220908525
"3927","Compton--Stanstead","Female","Chinese",125,0.00194461729931549
"3928","Compton--Stanstead","Female","Italian",795,0.0123677660236465
"3929","Compton--Stanstead","Female","First_Nations",1975,0.0307249533291848
"3930","Compton--Stanstead","Female","South_Asian",45,0.000700062227753578
"3931","Dorval--Lachine--LaSalle","Female","Canadian",18540,0.348398008080428
"3932","Dorval--Lachine--LaSalle","Female","English",3850,0.072348022174199
"3933","Dorval--Lachine--LaSalle","Female","Scottish",3125,0.0587240439725641
"3934","Dorval--Lachine--LaSalle","Female","French",9705,0.182373390961195
"3935","Dorval--Lachine--LaSalle","Female","Irish",4785,0.0899182561307902
"3936","Dorval--Lachine--LaSalle","Female","German",1575,0.0295969181621723
"3937","Dorval--Lachine--LaSalle","Female","Chinese",2700,0.0507375739922954
"3938","Dorval--Lachine--LaSalle","Female","Italian",5385,0.101193272573523
"3939","Dorval--Lachine--LaSalle","Female","First_Nations",1350,0.0253687869961477
"3940","Dorval--Lachine--LaSalle","Female","South_Asian",2200,0.0413417269566851
"3941","Drummond","Female","Canadian",38730,0.677275509311883
"3942","Drummond","Female","English",715,0.0125032788318615
"3943","Drummond","Female","Scottish",710,0.0124158433155548
"3944","Drummond","Female","French",11780,0.205998076418641
"3945","Drummond","Female","Irish",2380,0.0416193057620005
"3946","Drummond","Female","German",545,0.00953047127743289
"3947","Drummond","Female","Chinese",155,0.00271050100550844
"3948","Drummond","Female","Italian",355,0.00620792165777739
"3949","Drummond","Female","First_Nations",1805,0.0315642213867273
"3950","Drummond","Female","South_Asian",10,0.000174871032613448
"3951","Gaspésie--Les Îles-de-la-Madeleine","Female","Canadian",27485,0.612820512820513
"3952","Gaspésie--Les Îles-de-la-Madeleine","Female","English",1610,0.0358974358974359
"3953","Gaspésie--Les Îles-de-la-Madeleine","Female","Scottish",1030,0.0229654403567447
"3954","Gaspésie--Les Îles-de-la-Madeleine","Female","French",9755,0.217502787068004
"3955","Gaspésie--Les Îles-de-la-Madeleine","Female","Irish",2820,0.062876254180602
"3956","Gaspésie--Les Îles-de-la-Madeleine","Female","German",515,0.0114827201783724
"3957","Gaspésie--Les Îles-de-la-Madeleine","Female","Chinese",55,0.0012263099219621
"3958","Gaspésie--Les Îles-de-la-Madeleine","Female","Italian",290,0.0064659977703456
"3959","Gaspésie--Les Îles-de-la-Madeleine","Female","First_Nations",1280,0.0285395763656633
"3960","Gaspésie--Les Îles-de-la-Madeleine","Female","South_Asian",10,0.000222965440356745
"3961","Gatineau","Female","Canadian",35750,0.550508161379735
"3962","Gatineau","Female","English",1870,0.0287958115183246
"3963","Gatineau","Female","Scottish",1590,0.0244841392054204
"3964","Gatineau","Female","French",14995,0.23090545118571
"3965","Gatineau","Female","Irish",4330,0.066676932553126
"3966","Gatineau","Female","German",1260,0.019402525408069
"3967","Gatineau","Female","Chinese",200,0.00307976593778873
"3968","Gatineau","Female","Italian",825,0.0127040344933785
"3969","Gatineau","Female","First_Nations",4010,0.061749307052664
"3970","Gatineau","Female","South_Asian",110,0.0016938712657838
"3971","Hochelaga","Female","Canadian",24040,0.478407960199005
"3972","Hochelaga","Female","English",1055,0.0209950248756219
"3973","Hochelaga","Female","Scottish",1185,0.0235820895522388
"3974","Hochelaga","Female","French",13475,0.2681592039801
"3975","Hochelaga","Female","Irish",3105,0.0617910447761194
"3976","Hochelaga","Female","German",1015,0.0201990049751244
"3977","Hochelaga","Female","Chinese",1075,0.0213930348258706
"3978","Hochelaga","Female","Italian",2685,0.0534328358208955
"3979","Hochelaga","Female","First_Nations",2180,0.0433830845771144
"3980","Hochelaga","Female","South_Asian",435,0.00865671641791045
"3981","Honoré-Mercier","Female","Canadian",14720,0.380804553097917
"3982","Honoré-Mercier","Female","English",585,0.0151338766006985
"3983","Honoré-Mercier","Female","Scottish",490,0.0126762385202432
"3984","Honoré-Mercier","Female","French",6630,0.17151726814125
"3985","Honoré-Mercier","Female","Irish",1420,0.0367352218341741
"3986","Honoré-Mercier","Female","German",505,0.0130642866382098
"3987","Honoré-Mercier","Female","Chinese",565,0.0146164791100763
"3988","Honoré-Mercier","Female","Italian",12785,0.330746345880223
"3989","Honoré-Mercier","Female","First_Nations",795,0.0205665502522313
"3990","Honoré-Mercier","Female","South_Asian",160,0.00413917992497736
"3991","Hull--Aylmer","Female","Canadian",26045,0.403767149833346
"3992","Hull--Aylmer","Female","English",3760,0.0582900550344935
"3993","Hull--Aylmer","Female","Scottish",3615,0.0560421672738547
"3994","Hull--Aylmer","Female","French",16840,0.261065033718316
"3995","Hull--Aylmer","Female","Irish",6095,0.0944887993178823
"3996","Hull--Aylmer","Female","German",1965,0.0304627548252073
"3997","Hull--Aylmer","Female","Chinese",885,0.0137198666770018
"3998","Hull--Aylmer","Female","Italian",1455,0.0225563909774436
"3999","Hull--Aylmer","Female","First_Nations",3560,0.0551895201922332
"4000","Hull--Aylmer","Female","South_Asian",285,0.00441826215022091
"4001","Joliette","Female","Canadian",36655,0.627492938457588
"4002","Joliette","Female","English",885,0.0151502182658564
"4003","Joliette","Female","Scottish",955,0.0163485406145682
"4004","Joliette","Female","French",12225,0.209278438757169
"4005","Joliette","Female","Irish",2990,0.0511854831806899
"4006","Joliette","Female","German",650,0.0111272789523239
"4007","Joliette","Female","Chinese",100,0.00171188906958829
"4008","Joliette","Female","Italian",900,0.0154070016262946
"4009","Joliette","Female","First_Nations",2955,0.050586322006334
"4010","Joliette","Female","South_Asian",100,0.00171188906958829
"4011","Jonquière","Female","Canadian",35180,0.708060782932475
"4012","Jonquière","Female","English",365,0.00734628157391567
"4013","Jonquière","Female","Scottish",750,0.0150950991244843
"4014","Jonquière","Female","French",9500,0.191204588910134
"4015","Jonquière","Female","Irish",1485,0.0298882962664788
"4016","Jonquière","Female","German",280,0.00563550367314079
"4017","Jonquière","Female","Chinese",100,0.00201267988326457
"4018","Jonquière","Female","Italian",245,0.00493106571399819
"4019","Jonquière","Female","First_Nations",1770,0.0356244339337828
"4020","Jonquière","Female","South_Asian",10,0.000201267988326457
"4021","La Pointe-de-l'Île","Female","Canadian",28825,0.561562439119423
"4022","La Pointe-de-l'Île","Female","English",845,0.0164621079290863
"4023","La Pointe-de-l'Île","Female","Scottish",850,0.0165595168517436
"4024","La Pointe-de-l'Île","Female","French",12110,0.235924410676018
"4025","La Pointe-de-l'Île","Female","Irish",2820,0.0549386323787259
"4026","La Pointe-de-l'Île","Female","German",715,0.0139294759399961
"4027","La Pointe-de-l'Île","Female","Chinese",645,0.0125657510227937
"4028","La Pointe-de-l'Île","Female","Italian",2500,0.0487044613286577
"4029","La Pointe-de-l'Île","Female","First_Nations",1885,0.0367231638418079
"4030","La Pointe-de-l'Île","Female","South_Asian",135,0.00263004091174752
"4031","La Prairie","Female","Canadian",33265,0.551246996437153
"4032","La Prairie","Female","English",1640,0.0271770652083851
"4033","La Prairie","Female","Scottish",1570,0.0260170685226614
"4034","La Prairie","Female","French",14275,0.236556466981523
"4035","La Prairie","Female","Irish",3450,0.0571712652249565
"4036","La Prairie","Female","German",975,0.0161570966940094
"4037","La Prairie","Female","Chinese",785,0.0130085342613307
"4038","La Prairie","Female","Italian",2430,0.0402684563758389
"4039","La Prairie","Female","First_Nations",1770,0.0293313447675864
"4040","La Prairie","Female","South_Asian",185,0.00306570552655564
"4041","Lac-Saint-Jean","Female","Canadian",40510,0.715977377165076
"4042","Lac-Saint-Jean","Female","English",255,0.00450689289501591
"4043","Lac-Saint-Jean","Female","Scottish",630,0.0111346765641569
"4044","Lac-Saint-Jean","Female","French",10480,0.185224460940262
"4045","Lac-Saint-Jean","Female","Irish",1115,0.0197066101095794
"4046","Lac-Saint-Jean","Female","German",225,0.00397667020148462
"4047","Lac-Saint-Jean","Female","Chinese",150,0.00265111346765642
"4048","Lac-Saint-Jean","Female","Italian",220,0.00388829975256274
"4049","Lac-Saint-Jean","Female","First_Nations",2980,0.0526687875574408
"4050","Lac-Saint-Jean","Female","South_Asian",15,0.000265111346765642
"4051","Lac-Saint-Louis","Female","Canadian",14275,0.23066979074089
"4052","Lac-Saint-Louis","Female","English",6980,0.112789852145108
"4053","Lac-Saint-Louis","Female","Scottish",6680,0.107942150763513
"4054","Lac-Saint-Louis","Female","French",10200,0.164821846974226
"4055","Lac-Saint-Louis","Female","Irish",8115,0.131130322372142
"4056","Lac-Saint-Louis","Female","German",3200,0.0517088147370122
"4057","Lac-Saint-Louis","Female","Chinese",2815,0.0454875979639654
"4058","Lac-Saint-Louis","Female","Italian",6445,0.104144784681264
"4059","Lac-Saint-Louis","Female","First_Nations",830,0.0134119738224125
"4060","Lac-Saint-Louis","Female","South_Asian",2345,0.0378928657994668
"4061","LaSalle--Émard--Verdun","Female","Canadian",23215,0.390299260255548
"4062","LaSalle--Émard--Verdun","Female","English",3285,0.0552286482851379
"4063","LaSalle--Émard--Verdun","Female","Scottish",2925,0.0491761936785474
"4064","LaSalle--Émard--Verdun","Female","French",12890,0.216711499663753
"4065","LaSalle--Émard--Verdun","Female","Irish",5850,0.0983523873570948
"4066","LaSalle--Émard--Verdun","Female","German",1575,0.0264794889038332
"4067","LaSalle--Émard--Verdun","Female","Chinese",2525,0.0424512441156691
"4068","LaSalle--Émard--Verdun","Female","Italian",4315,0.0725453934095494
"4069","LaSalle--Émard--Verdun","Female","First_Nations",1915,0.0321956960322798
"4070","LaSalle--Émard--Verdun","Female","South_Asian",985,0.0165601882985878
"4071","Laurentides--Labelle","Female","Canadian",38700,0.586008479709267
"4072","Laurentides--Labelle","Female","English",1315,0.0199121744397335
"4073","Laurentides--Labelle","Female","Scottish",1480,0.0224106602059358
"4074","Laurentides--Labelle","Female","French",15105,0.228725015142338
"4075","Laurentides--Labelle","Female","Irish",3880,0.0587522713506965
"4076","Laurentides--Labelle","Female","German",1130,0.0171108419139915
"4077","Laurentides--Labelle","Female","Chinese",170,0.00257419745608722
"4078","Laurentides--Labelle","Female","Italian",1365,0.0206692913385827
"4079","Laurentides--Labelle","Female","First_Nations",2860,0.0433070866141732
"4080","Laurentides--Labelle","Female","South_Asian",35,0.000529981829194428
"4081","Laurier--Sainte-Marie","Female","Canadian",18245,0.330435570044372
"4082","Laurier--Sainte-Marie","Female","English",2200,0.0398442452232183
"4083","Laurier--Sainte-Marie","Female","Scottish",2275,0.041202571764919
"4084","Laurier--Sainte-Marie","Female","French",18725,0.339128859911256
"4085","Laurier--Sainte-Marie","Female","Irish",3875,0.0701802046545323
"4086","Laurier--Sainte-Marie","Female","German",2045,0.037037037037037
"4087","Laurier--Sainte-Marie","Female","Chinese",2150,0.0389386941954179
"4088","Laurier--Sainte-Marie","Female","Italian",2710,0.0490808657067826
"4089","Laurier--Sainte-Marie","Female","First_Nations",1920,0.034773159467536
"4090","Laurier--Sainte-Marie","Female","South_Asian",1070,0.0193787919949289
"4091","Laval--Les Îles","Female","Canadian",15935,0.449823570924488
"4092","Laval--Les Îles","Female","English",1015,0.028652081863091
"4093","Laval--Les Îles","Female","Scottish",875,0.0247000705716302
"4094","Laval--Les Îles","Female","French",7690,0.217078334509527
"4095","Laval--Les Îles","Female","Irish",2070,0.0584333098094566
"4096","Laval--Les Îles","Female","German",1035,0.0292166549047283
"4097","Laval--Les Îles","Female","Chinese",625,0.0176429075511644
"4098","Laval--Les Îles","Female","Italian",3380,0.0954128440366973
"4099","Laval--Les Îles","Female","First_Nations",880,0.0248412138320395
"4100","Laval--Les Îles","Female","South_Asian",1920,0.0541990119971771
"4101","Longueuil--Charles-LeMoyne","Female","Canadian",27260,0.510534694259762
"4102","Longueuil--Charles-LeMoyne","Female","English",2020,0.0378312576083903
"4103","Longueuil--Charles-LeMoyne","Female","Scottish",1720,0.0322127540031838
"4104","Longueuil--Charles-LeMoyne","Female","French",12110,0.226800262196835
"4105","Longueuil--Charles-LeMoyne","Female","Irish",3635,0.0680775353497518
"4106","Longueuil--Charles-LeMoyne","Female","German",1135,0.0212566719730312
"4107","Longueuil--Charles-LeMoyne","Female","Chinese",1015,0.0190092705309486
"4108","Longueuil--Charles-LeMoyne","Female","Italian",1925,0.0360520648000749
"4109","Longueuil--Charles-LeMoyne","Female","First_Nations",2055,0.0384867496956644
"4110","Longueuil--Charles-LeMoyne","Female","South_Asian",520,0.0097387395823579
"4111","Lévis--Lotbinière","Female","Canadian",44455,0.683449919286648
"4112","Lévis--Lotbinière","Female","English",590,0.00907064340072258
"4113","Lévis--Lotbinière","Female","Scottish",845,0.0129910062264586
"4114","Lévis--Lotbinière","Female","French",14325,0.220232146975171
"4115","Lévis--Lotbinière","Female","Irish",2485,0.0382043200860942
"4116","Lévis--Lotbinière","Female","German",570,0.00876316396340995
"4117","Lévis--Lotbinière","Female","Chinese",170,0.00261357521715735
"4118","Lévis--Lotbinière","Female","Italian",435,0.0066876777615497
"4119","Lévis--Lotbinière","Female","First_Nations",1160,0.0178338073641325
"4120","Lévis--Lotbinière","Female","South_Asian",10,0.000153739718656315
"4121","Longueuil--Saint-Hubert","Female","Canadian",30320,0.5563813193871
"4122","Longueuil--Saint-Hubert","Female","English",1140,0.0209193503991192
"4123","Longueuil--Saint-Hubert","Female","Scottish",1100,0.0201853381044132
"4124","Longueuil--Saint-Hubert","Female","French",13740,0.252133223231489
"4125","Longueuil--Saint-Hubert","Female","Irish",2845,0.0522066244609597
"4126","Longueuil--Saint-Hubert","Female","German",810,0.0148637489677952
"4127","Longueuil--Saint-Hubert","Female","Chinese",650,0.0119276997889715
"4128","Longueuil--Saint-Hubert","Female","Italian",1780,0.0326635471144142
"4129","Longueuil--Saint-Hubert","Female","First_Nations",1810,0.0332140563354436
"4130","Longueuil--Saint-Hubert","Female","South_Asian",300,0.00550509221029452
"4131","Louis-Hébert","Female","Canadian",32270,0.558449424591157
"4132","Louis-Hébert","Female","English",975,0.0168728908886389
"4133","Louis-Hébert","Female","Scottish",1230,0.0212858008133599
"4134","Louis-Hébert","Female","French",16800,0.290732889158086
"4135","Louis-Hébert","Female","Irish",2965,0.0513108938305789
"4136","Louis-Hébert","Female","German",845,0.0146231721034871
"4137","Louis-Hébert","Female","Chinese",585,0.0101237345331834
